Name,Probe_Name,Accession
hHE042104,ESTs^^^AI223440|Exon1_287^^-22.9^^,-
hHE042105,ESTs^^^AI147477|Exon1_99^^-22.9^^,-
hHE042106,ESTs^^^AA707314|Exon1_2^^-22.9^^,-
hHE042107,ESTs^^^AI284198|Exon1_230^^-22.9^^,-
hHE042108,ESTs^^^AA883305|Exon1_59^^-22.9^^,-
hHE042109,ESTs^^^AA984306|Exon1_335^^-22.9^^,-
hHE042110,ESTs^^^AI053663|Exon1_75^^-22.9^^,-
hHE042111,ESTs^^^AA442274|Exon2_141^^-23^^,-
hHE042112,ESTs^^^AA009669|Exon1_154^^-23^^,-
hHE042113,ESTs^^^AI041544|Exon3_2^^-23^^,-
hHE042114,ESTs^^^AA884261|Exon2_83^^-23^^,-
hHE042115,ESTs^^^AA878944|Exon1_95^^-23^^,-
hHE042116,ESTs^^^AI821991|Exon1_181^^-23^^,-
hHE042117,ESTs^^^AA904797|Exon1_14^^-23^^,-
hHE042118,ESTs^^^AI791144|Exon1_23^^-23^^,-
hHE042119,ESTs^^^AA279065|Exon1_163^^-23^^,-
hHE042120,ESTs^^^AA608770|Exon2_57^^-23^^,-
hHE042121,ESTs^^^AA495962|Exon1_413^^-23^^,-
hHE042122,ESTs^^^AA947247|Exon1_205^^-23^^,-
hHE042123,ESTs^^^AI056809|Exon1_74^^-23^^,-
hHE042124,ESTs^^^AA983940|Exon1_98^^-23^^,-
hHE042125,ESTs^^^AI057443|Exon1_24^^-23^^,-
hHE042126,ESTs^^^AI200844|Exon1_278^^-23^^,-
hHE042127,ESTs^^^AI243185|Exon1_226^^-23^^,-
hHE042128,ESTs^^^AA682407|Exon1_232^^-23^^,-
hHE042129,ESTs^^^AI378053|Exon1_3^^-23^^,-
hHE042130,ESTs^^^AA707582|Exon1_88^^-23^^,-
hHE042131,ESTs^^^AI266457|Exon1_50^^-23^^,-
hHE042132,ESTs^^^AA884386|Exon1_327^^-23^^,-
hHE042133,ESTs^^^AA830882|Exon1_61^^-23^^,-
hHE042134,ESTs^^^AI092379|Exon1_227^^-23^^,-
hHE042135,ESTs^^^AI218581|Exon1_56^^-23^^,-
hHE042136,ESTs^^^AA993484|Exon1_147^^-23^^,-
hHE042137,ESTs^^^AA927944|Exon1_253^^-23^^,-
hHE042138,ESTs^^^AA461534|Exon1_91^^-23^^,-
hHE042139,ESTs^^^AA744730|Exon1_271^^-23^^,-
hHE042140,ESTs^^^AI074562|Exon1_121^^-23^^,-
hHE042141,ESTs^^^AI025116|Exon1_90^^-23^^,-
hHE042142,ESTs^^^AI075288|Exon1_50^^-23^^,-
hHE042143,ESTs^^^AI023415|Exon1_114^^-23^^,-
hHE042144,ESTs^^^AI040138|Exon1_147^^-23^^,-
hHE042145,ESTs^^^AI733574|Exon1_295^^-23.1^^,-
hHE042146,ESTs^^^AI734213|Exon1_338^^-23.1^^,-
hHE042147,ESTs^^^AI793171|Exon1_359^^-23.1^^,-
hHE042148,ESTs^^^AA971243|Exon2_17^^-23.1^^,-
hHE042149,ESTs^^^AA451812|Exon2_79^^-23.1^^,-
hHE042150,ESTs^^^AA995003|Exon1_39^^-23.1^^,-
hHE042151,ESTs^^^AI206024|Exon1_7^^-23.1^^,-
hHE042152,ESTs^^^AA972018|Exon1_2^^-23.1^^,-
hHE042153,ESTs^^^AA992303|Exon1_64^^-23.1^^,-
hHE042154,ESTs^^^AA969992|Exon1_187^^-23.1^^,-
hHE042155,ESTs^^^AI123470|Exon1_99^^-23.1^^,-
hHE042156,ESTs^^^AA598853|Exon1_44^^-23.1^^,-
hHE042157,ESTs^^^AI565726|Exon1_15^^-23.1^^,-
hHE042158,ESTs^^^AA111865|Exon3_41^^-23.1^^,-
hHE042159,ESTs^^^AA205388|Exon1_288^^-23.1^^,-
hHE042160,ESTs^^^AI218173|Exon1_268^^-23.1^^,-
hHE042161,ESTs^^^AI205811|Exon1_100^^-23.1^^,-
hHE042162,ESTs^^^AI821037|Exon1_45^^-23.1^^,-
hHE042163,ESTs^^^AI001759|Exon1_35^^-23.1^^,-
hHE042164,ESTs^^^AI218628|Exon1_360^^-23.1^^,-
hHE042165,ESTs^^^AA757873|Exon1_140^^-23.1^^,-
hHE042166,ESTs^^^AA705034|Exon1_233^^-23.1^^,-
hHE042167,ESTs^^^AA761882|Exon1_17^^-23.1^^,-
hHE042168,ESTs^^^AI205933|Exon1_137^^-23.1^^,-
hHE042169,ESTs^^^AA868042|Exon1_146^^-23.1^^,-
hHE042170,ESTs^^^AA922858|Exon1_160^^-23.1^^,-
hHE042171,ESTs^^^AA913381|Exon2_188^^-23.1^^,-
hHE042172,ESTs^^^AA975883|Exon1_333^^-23.1^^,-
hHE042173,ESTs^^^AI732227|Exon1_105^^-23.2^^,-
hHE042174,ESTs^^^AI087042|Exon1_50^^-23.2^^,-
hHE042175,ESTs^^^AA453711|Exon1_189^^-23.2^^,-
hHE042176,ESTs^^^AI041140|Exon1_0^^-23.2^^,-
hHE042177,ESTs^^^AA251201|Exon1_188^^-23.2^^,-
hHE042178,ESTs^^^AA913688|Exon2_214^^-23.2^^,-
hHE042179,ESTs^^^AI298798|Exon1_20^^-23.2^^,-
hHE042180,ESTs^^^AI138851|Exon1_325^^-23.2^^,-
hHE042181,ESTs^^^AA609987|Exon1_11^^-23.2^^,-
hHE042182,ESTs^^^AA779356|Exon1_250^^-23.2^^,-
hHE042183,ESTs^^^AI205781|Exon1_92^^-23.2^^,-
hHE042184,ESTs^^^AA909335|Exon1_152^^-23.2^^,-
hHE042185,ESTs^^^AI239933|Exon1_253^^-23.2^^,-
hHE042186,ESTs^^^AI243173|Exon1_20^^-23.2^^,-
hHE042187,ESTs^^^AA741128|Exon1_72^^-23.2^^,-
hHE042188,ESTs^^^AA994279|Exon1_238^^-23.2^^,-
hHE042189,ESTs^^^AI125233|Exon3_242^^-23.2^^,-
hHE042190,ESTs^^^AI347730|Exon1_126^^-23.2^^,-
hHE042191,ESTs^^^AI015296|Exon1_172^^-23.2^^,-
hHE042192,ESTs^^^AI142692|Exon1_11^^-23.2^^,-
hHE042193,ESTs^^^AI631015|Exon1_219^^-23.2^^,-
hHE042194,ESTs^^^AA883680|Exon1_261^^-23.2^^,-
hHE042195,ESTs^^^AA922285|Exon1_253^^-23.2^^,-
hHE042196,ESTs^^^AI023327|Exon1_398^^-23.2^^,-
hHE042197,ESTs^^^AI187862|Exon1_41^^-23.2^^,-
hHE042198,ESTs^^^AA127829|Exon1_55^^-23.2^^,-
hHE042199,ESTs^^^AA455133|Exon1_19^^-23.2^^,-
hHE042200,ESTs^^^AA954738|Exon1_78^^-23.3^^,-
hHE042201,ESTs^^^AI793094|Exon1_153^^-23.3^^,-
hHE042202,ESTs^^^AA620629|Exon3_71^^-23.3^^,-
hHE042203,ESTs^^^AI820864|Exon1_145^^-23.3^^,-
hHE042204,ESTs^^^AA608907|Exon1_44^^-23.3^^,-
hHE042205,ESTs^^^AA973750|Exon3_189^^-23.3^^,-
hHE042206,ESTs^^^AI032371|Exon1_19^^-23.3^^,-
hHE042207,ESTs^^^AA482150|Exon1_0^^-23.3^^,-
hHE042208,ESTs^^^AI243724|Exon3_13^^-23.3^^,-
hHE042209,ESTs^^^AA977618|Exon1_223^^-23.3^^,-
hHE042210,ESTs^^^AI208413|Exon1_61^^-23.3^^,-
hHE042211,ESTs^^^AI302733|Exon1_252^^-23.3^^,-
hHE042212,ESTs^^^AA005308|Exon1_236^^-23.3^^,-
hHE042213,ESTs^^^AA218673|Exon1_301^^-23.3^^,-
hHE042214,ESTs^^^AI225087|Exon1_6^^-23.3^^,-
hHE042215,ESTs^^^AI025349|Exon1_182^^-23.3^^,-
hHE042216,ESTs^^^AA682412|Exon2_39^^-23.3^^,-
hHE042217,ESTs^^^AA635147|Exon1_11^^-23.3^^,-
hHE042218,ESTs^^^AA502275|Exon1_115^^-23.3^^,-
hCN042219,Random|corinne|150275298|662356677|889,-
hHE042220,ESTs^^^AA626871|Exon1_172^^-23.3^^,-
hHE042221,ESTs^^^AA968839|Exon1_230^^-23.3^^,-
hHE042222,ESTs^^^AI041161|Exon1_366^^-23.3^^,-
hHE042223,ESTs^^^AA831879|Exon1_136^^-23.3^^,-
hHE042224,ESTs^^^AA707448|Exon1_0^^-23.3^^,-
hHE042225,ESTs^^^AA453494|Exon2_63^^-23.3^^,-
hHE042226,ESTs^^^AI202880|Exon1_76^^-23.3^^,-
hHE042227,ESTs^^^AA778064|Exon1_351^^-23.3^^,-
hHE042228,ESTs^^^AI025845|Exon1_384^^-23.3^^,-
hHE042229,ESTs^^^AA865924|Exon1_10^^-23.3^^,-
hHE042230,ESTs^^^AA975474|Exon1_307^^-23.3^^,-
hHE042231,ESTs^^^AA598679|Exon1_105^^-23.3^^,-
hHE042232,ESTs^^^AA453729|Exon4_101^^-23.4^^,-
hHE042233,ESTs^^^AA007380|Exon1_11^^-23.4^^,-
hHE042234,ESTs^^^AI791148|Exon1_123^^-23.4^^,-
hHE042235,ESTs^^^AA401343|Exon1_283^^-23.4^^,-
hHE042236,ESTs^^^AI732291|Exon1_63^^-23.4^^,-
hHE042237,ESTs^^^AI733705|Exon1_198^^-23.4^^,-
hHE042238,ESTs^^^AA055249|Exon1_4^^-23.4^^,-
hHE042239,ESTs^^^AA626257|Exon2_120^^-23.4^^,-
hHE042240,ESTs^^^AI024921|Exon1_31^^-23.4^^,-
hHE042241,ESTs^^^AI086101|Exon1_61^^-23.4^^,-
hHE042242,ESTs^^^AA884805|Exon1_35^^-23.4^^,-
hHE042243,ESTs^^^AA961175|Exon2_288^^-23.4^^,-
hHE042244,ESTs^^^AA668647|Exon1_264^^-23.4^^,-
hHE042245,ESTs^^^AI204593|Exon2_115^^-23.4^^,-
hHE042246,ESTs^^^AI039179|Exon1_77^^-23.4^^,-
hHE042247,ESTs^^^AA229115|Exon1_314^^-23.4^^,-
hHE042248,ESTs^^^AI140268|Exon1_244^^-23.4^^,-
hHE042249,ESTs^^^AA487121|Exon1_27^^-23.4^^,-
hHE042250,ESTs^^^AA884617|Exon1_55^^-23.4^^,-
hHE042251,ESTs^^^AA804258|Exon1_296^^-23.4^^,-
hHE042252,ESTs^^^AA970367|Exon1_166^^-23.4^^,-
hHE042253,ESTs^^^AI200136|Exon1_319^^-23.4^^,-
hHE042254,ESTs^^^AI073507|Exon1_5^^-23.4^^,-
hHE042255,ESTs^^^AI073548|Exon1_357^^-23.4^^,-
hHE042256,ESTs^^^AA598828|Exon1_97^^-23.4^^,-
hHE042257,ESTs^^^AI247218|Exon1_27^^-23.4^^,-
hHE042258,ESTs^^^AI191410|Exon1_283^^-23.4^^,-
hHE042259,ESTs^^^AA455973|Exon1_277^^-23.4^^,-
hHE042260,ESTs^^^AA626242|Exon1_109^^-23.4^^,-
hHE042261,ESTs^^^AA682761|Exon1_1^^-23.5^^,-
hHE042262,ESTs^^^AI792402|Exon1_323^^-23.5^^,-
hHE042263,ESTs^^^AI190585|Exon1_222^^-23.5^^,-
hHE042264,ESTs^^^AI734099|Exon1_44^^-23.5^^,-
hHE042265,ESTs^^^AA461274|Exon1_198^^-23.5^^,-
hHE042266,ESTs^^^AI208334|Exon2_42^^-23.5^^,-
hHE042267,ESTs^^^AI286040|Exon2_109^^-23.5^^,-
hHE042268,ESTs^^^AA055052|Exon1_102^^-23.5^^,-
hHE042269,ESTs^^^AA452336|Exon1_68^^-23.5^^,-
hHE042270,ESTs^^^AA279977|Exon1_220^^-23.5^^,-
hHE042271,ESTs^^^AI217297|Exon1_47^^-23.5^^,-
hHE042272,ESTs^^^AI248272|Exon1_245^^-23.5^^,-
hHE042273,ESTs^^^AA804643|Exon1_132^^-23.5^^,-
hHE042274,ESTs^^^AI261402|Exon1_12^^-23.5^^,-
hHE042275,ESTs^^^AI276215|Exon1_228^^-23.5^^,-
hHE042276,ESTs^^^AA677309|Exon1_135^^-23.5^^,-
hHE042277,ESTs^^^AA827297|Exon1_182^^-23.5^^,-
hHE042278,ESTs^^^AI148766|Exon1_176^^-23.5^^,-
hHE042279,ESTs^^^AA678342|Exon1_167^^-23.5^^,-
hHE042280,ESTs^^^AA780365|Exon1_270^^-23.5^^,-
hHE042281,ESTs^^^AA923176|Exon1_71^^-23.5^^,-
hHE042282,ESTs^^^AA906508|Exon1_47^^-23.5^^,-
hHE042283,ESTs^^^AI208519|Exon1_32^^-23.5^^,-
hHE042284,ESTs^^^AI138358|Exon1_109^^-23.5^^,-
hHE042285,ESTs^^^AA885221|Exon1_136^^-23.5^^,-
hHE042286,ESTs^^^AI266578|Exon1_299^^-23.5^^,-
hHE042287,ESTs^^^AI298821|Exon1_231^^-23.5^^,-
hHE042288,ESTs^^^AI050665|Exon1_226^^-23.5^^,-
hHE042289,ESTs^^^AA885500|Exon1_491^^-23.5^^,-
hHE042290,ESTs^^^AA933034|Exon1_255^^-23.5^^,-
hHE042291,ESTs^^^AI142509|Exon1_233^^-23.5^^,-
hHE042292,ESTs^^^AA426054|Exon1_390^^-23.5^^,-
hHE042293,ESTs^^^AA780560|Exon1_334^^-23.5^^,-
hHE042294,ESTs^^^AI821593|Exon1_157^^-23.6^^,-
hHE042295,ESTs^^^AA873294|Exon3_19^^-23.6^^,-
hHE042296,ESTs^^^AI732342|Exon3_70^^-23.6^^,-
hHE042297,ESTs^^^AA682238|Exon1_116^^-23.6^^,-
hHE042298,ESTs^^^AI793326|Exon1_7^^-23.6^^,-
hHE042299,ESTs^^^AA653549|Exon1_202^^-23.6^^,-
hHE042300,ESTs^^^AA461569|Exon1_7^^-23.6^^,-
hHE042301,ESTs^^^AI791786|Exon1_257^^-23.6^^,-
hHE042302,ESTs^^^AA909313|Exon2_136^^-23.6^^,-
hHE042303,ESTs^^^AI791529|Exon1_135^^-23.6^^,-
hHE042304,ESTs^^^AA621827|Exon1_97^^-23.6^^,-
hHE042305,ESTs^^^AI278387|Exon1_162^^-23.6^^,-
hHE042306,ESTs^^^AA910752|Exon1_237^^-23.6^^,-
hHE042307,ESTs^^^AI242490|Exon1_188^^-23.6^^,-
hHE042308,ESTs^^^AA255754|Exon1_238^^-23.6^^,-
hHE042309,ESTs^^^AA609295|Exon1_3^^-23.6^^,-
hHE042310,ESTs^^^AA448171|Exon1_177^^-23.6^^,-
hHE042311,ESTs^^^AA620674|Exon1_57^^-23.6^^,-
hHE042312,ESTs^^^AI793276|Exon1_205^^-23.6^^,-
hHE042313,ESTs^^^AI732345|Exon1_208^^-23.6^^,-
hHE042314,ESTs^^^AA917536|Exon1_79^^-23.6^^,-
hHE042315,ESTs^^^AA969213|Exon1_276^^-23.6^^,-
hHE042316,ESTs^^^AI269424|Exon1_20^^-23.6^^,-
hHE042317,ESTs^^^AI084326|Exon1_31^^-23.6^^,-
hHE042318,ESTs^^^AA704464|Exon1_15^^-23.6^^,-
hHE042319,ESTs^^^AI261785|Exon1_50^^-23.6^^,-
hHE042320,ESTs^^^AI299502|Exon1_0^^-23.6^^,-
hHE042321,ESTs^^^AA279001|Exon1_232^^-23.6^^,-
hHE042322,ESTs^^^AA400235|Exon2_16^^-23.7^^,-
hHE042323,ESTs^^^AA626152|Exon2_61^^-23.7^^,-
hHE042324,ESTs^^^AA983907|Exon3_14^^-23.7^^,-
hHE042325,ESTs^^^AI791445|Exon1_43^^-23.7^^,-
hHE042326,ESTs^^^AI820602|Exon1_121^^-23.7^^,-
hHE042327,ESTs^^^AA620973|Exon2_11^^-23.7^^,-
hHE042328,ESTs^^^AA143012|Exon1_305^^-23.7^^,-
hHE042329,ESTs^^^AA995114|Exon2_11^^-23.7^^,-
hHE042330,ESTs^^^AI221633|Exon1_11^^-23.7^^,-
hHE042331,ESTs^^^AA259232|Exon1_9^^-23.7^^,-
hHE042332,ESTs^^^AA927699|Exon1_228^^-23.7^^,-
hHE042333,ESTs^^^AI793244|Exon1_11^^-23.7^^,-
hHE042334,ESTs^^^AA001839|Exon1_7^^-23.7^^,-
hHE042335,ESTs^^^AA884008|Exon1_279^^-23.7^^,-
hHE042336,ESTs^^^AA903531|Exon1_6^^-23.7^^,-
hHE042337,ESTs^^^AI200796|Exon1_66^^-23.7^^,-
hHE042338,ESTs^^^AI650352|Exon1_79^^-23.7^^,-
hHE042339,ESTs^^^AA704831|Exon1_245^^-23.7^^,-
hHE042340,ESTs^^^AI084481|Exon1_195^^-23.7^^,-
hHE042341,ESTs^^^AA250771|Exon1_126^^-23.7^^,-
hHE042342,ESTs^^^AI820802|Exon1_454^^-23.8^^,-
hHE042343,ESTs^^^AA705041|Exon1_63^^-23.8^^,-
hHE042344,ESTs^^^AI732357|Exon1_91^^-23.8^^,-
hHE042345,ESTs^^^AA399969|Exon1_188^^-23.8^^,-
hHE042346,ESTs^^^AI351366|Exon1_110^^-23.8^^,-
hHE042347,ESTs^^^AA454014|Exon1_17^^-23.8^^,-
hHE042348,ESTs^^^AI017899|Exon1_215^^-23.8^^,-
hHE042349,ESTs^^^AI287555|Exon1_5^^-23.8^^,-
hHE042350,ESTs^^^AA015813|Exon1_64^^-23.8^^,-
hHE042351,ESTs^^^AI018434|Exon1_7^^-23.8^^,-
hHE042352,ESTs^^^AI201387|Exon1_10^^-23.8^^,-
hHE042353,ESTs^^^AA721040|Exon1_1^^-23.8^^,-
hHE042354,ESTs^^^AA884749|Exon1_12^^-23.8^^,-
hHE042355,ESTs^^^AI017626|Exon1_66^^-23.8^^,-
hHE042356,ESTs^^^AI039020|Exon1_143^^-23.8^^,-
hHE042357,ESTs^^^AI219474|Exon1_0^^-23.8^^,-
hHE042358,ESTs^^^AA290832|Exon1_205^^-23.8^^,-
hHE042359,ESTs^^^AI733175|Exon1_281^^-23.9^^,-
hHE042360,ESTs^^^AA995001|Exon1_55^^-23.9^^,-
hHE042361,ESTs^^^AA634379|Exon1_83^^-23.9^^,-
hHE042362,ESTs^^^AI201099|Exon2_3^^-23.9^^,-
hHE042363,ESTs^^^AA810976|Exon1_1^^-23.9^^,-
hHE042364,ESTs^^^AA046394|Exon2_100^^-23.9^^,-
hHE042365,ESTs^^^AI198941|Exon1_48^^-23.9^^,-
hHE042366,ESTs^^^AA634285|Exon2_65^^-23.9^^,-
hHE042367,ESTs^^^AA470576|Exon1_137^^-23.9^^,-
hHE042368,ESTs^^^AI263166|Exon3_40^^-23.9^^,-
hHE042369,ESTs^^^AI268846|Exon1_57^^-23.9^^,-
hHE042370,ESTs^^^AA262831|Exon1_163^^-23.9^^,-
hHE042371,ESTs^^^AI079481|Exon1_282^^-23.9^^,-
hHE042372,ESTs^^^AI304424|Exon1_169^^-23.9^^,-
hHE042373,ESTs^^^AA479877|Exon1_102^^-23.9^^,-
hHE042374,ESTs^^^AA229111|Exon1_60^^-23.9^^,-
hHE042375,ESTs^^^AA706960|Exon1_43^^-23.9^^,-
hHE042376,ESTs^^^AA668311|Exon1_212^^-23.9^^,-
hHE042377,ESTs^^^AI348238|Exon1_114^^-23.9^^,-
hHE042378,ESTs^^^AA878480|Exon1_381^^-23.9^^,-
hHE042379,ESTs^^^AI200951|Exon1_101^^-23.9^^,-
hHE042380,ESTs^^^AI300542|Exon1_183^^-23.9^^,-
hHE042381,ESTs^^^AA772916|Exon1_41^^-23.9^^,-
hHE042382,ESTs^^^AA399276|Exon2_53^^-24^^,-
hHE042383,ESTs^^^AI821704|Exon2_238^^-24^^,-
hHE042384,ESTs^^^AI821518|Exon1_211^^-24^^,-
hHE042385,ESTs^^^AI792998|Exon1_37^^-24^^,-
hHE042386,ESTs^^^AA707589|Exon2_86^^-24^^,-
hHE042387,ESTs^^^AA045735|Exon1_315^^-24^^,-
hHE042388,ESTs^^^AI075761|Exon3_235^^-24^^,-
hHE042389,ESTs^^^AA676987|Exon2_192^^-24^^,-
hHE042390,ESTs^^^AI732351|Exon1_44^^-24^^,-
hHE042391,ESTs^^^AI200906|Exon1_243^^-24^^,-
hHE042392,ESTs^^^AA704522|Exon1_227^^-24^^,-
hHE042393,ESTs^^^AA883987|Exon1_269^^-24^^,-
hHE042394,ESTs^^^AI218551|Exon2_46^^-24^^,-
hHE042395,ESTs^^^AI056472|Exon1_103^^-24^^,-
hHE042396,ESTs^^^AA262203|Exon2_29^^-24^^,-
hHE042397,ESTs^^^AI150275|Exon2_2^^-24^^,-
hHE042398,ESTs^^^AI288738|Exon1_10^^-24^^,-
hHE042399,ESTs^^^AA587807|Exon1_174^^-24^^,-
hHE042400,ESTs^^^AI298567|Exon1_152^^-24^^,-
hHE042401,ESTs^^^AI336373|Exon1_2^^-24^^,-
hHE042402,ESTs^^^AI052779|Exon1_288^^-24^^,-
hHE042403,ESTs^^^AA971236|Exon1_164^^-24^^,-
hHE042404,ESTs^^^AA669142|Exon1_361^^-24^^,-
hHE042405,ESTs^^^AI299461|Exon1_258^^-24^^,-
hHE042406,ESTs^^^AI023456|Exon1_339^^-24^^,-
hHE042407,ESTs^^^AA934401|Exon1_17^^-24^^,-
hHE042408,ESTs^^^AI017957|Exon2_65^^-24.1^^,-
hHE042409,ESTs^^^AA970376|Exon1_48^^-24.1^^,-
hHE042410,ESTs^^^AI192496|Exon1_138^^-24.1^^,-
hHE042411,ESTs^^^AI351498|Exon2_51^^-24.1^^,-
hHE042412,ESTs^^^AA432121|Exon1_4_89^^-24.1^^,-
hHE042413,ESTs^^^AA809780|Exon1_83^^-24.1^^,-
hHE042414,ESTs^^^AI139763|Exon1_226^^-24.1^^,-
hHE042415,ESTs^^^AI223211|Exon3_53^^-24.1^^,-
hHE042416,ESTs^^^AA705015|Exon1_301^^-24.1^^,-
hHE042417,ESTs^^^AA730263|Exon1_231^^-24.1^^,-
hHE042418,ESTs^^^AA680421|Exon1_186^^-24.1^^,-
hHE042419,ESTs^^^AA705852|Exon1_35^^-24.1^^,-
hHE042420,ESTs^^^AA935854|Exon1_212^^-24.1^^,-
hHE042421,ESTs^^^AI150933|Exon1_57^^-24.1^^,-
hHE042422,ESTs^^^AI250678|Exon1_275^^-24.1^^,-
hHE042423,ESTs^^^AI269444|Exon1_87^^-24.1^^,-
hHE042424,ESTs^^^AI668701|Exon4_116^^-24.2^^,-
hHE042425,ESTs^^^AA421276|Exon1_21^^-24.2^^,-
hHE042426,ESTs^^^AI733887|Exon1_149^^-24.2^^,-
hHE042427,ESTs^^^AI791695|Exon1_342^^-24.2^^,-
hHE042428,ESTs^^^AA626187|Exon1_331^^-24.2^^,-
hHE042429,ESTs^^^AA969356|Exon1_26^^-24.2^^,-
hHE042430,ESTs^^^AI217220|Exon1_11^^-24.2^^,-
hHE042431,ESTs^^^AI318421|Exon1_25^^-24.2^^,-
hHE042432,ESTs^^^AI791488|Exon1_251^^-24.2^^,-
hHE042433,ESTs^^^AA608769|Exon4_88^^-24.2^^,-
hHE042434,ESTs^^^AI217276|Exon1_272^^-24.2^^,-
hHE042435,ESTs^^^AI243632|Exon1_167^^-24.2^^,-
hHE042436,ESTs^^^AI734137|Exon1_430^^-24.2^^,-
hHE042437,ESTs^^^AA670271|Exon1_204^^-24.2^^,-
hHE042438,ESTs^^^AI167637|Exon1_244^^-24.2^^,-
hHE042439,ESTs^^^AI791277|Exon1_235^^-24.2^^,-
hHE042440,ESTs^^^AI793227|Exon2_263^^-24.3^^,-
hHE042441,ESTs^^^AA453288|Exon1_239^^-24.3^^,-
hHE042442,ESTs^^^AA402482|Exon1_148^^-24.3^^,-
hHE042443,ESTs^^^AI732747|Exon1_422^^-24.3^^,-
hHE042444,ESTs^^^AI023195|Exon1_29^^-24.3^^,-
hHE042445,ESTs^^^AA749088|Exon1_164^^-24.3^^,-
hHE042446,ESTs^^^AA931882|Exon1_2^^-24.3^^,-
hHE042447,ESTs^^^AA775620|Exon1_37^^-24.3^^,-
hHE042448,ESTs^^^AA634384|Exon1_3^^-24.3^^,-
hHE042449,ESTs^^^AA666197|Exon1_111^^-24.3^^,-
hHE042450,ESTs^^^AA707671|Exon1_21^^-24.4^^,-
hHE042451,ESTs^^^AI792040|Exon1_119^^-24.4^^,-
hHE042452,ESTs^^^AA621224|Exon1_239^^-24.4^^,-
hHE042453,ESTs^^^AI025173|Exon1_1^^-24.4^^,-
hHE042454,ESTs^^^AA628214|Exon1_294^^-24.4^^,-
hHE042455,ESTs^^^AA827683|Exon1_373^^-24.4^^,-
hHE042456,ESTs^^^AI138882|Exon1_207^^-24.4^^,-
hHE042457,ESTs^^^AI793266|Exon1_292^^-24.4^^,-
hHE042458,ESTs^^^AA620741|Exon1_119^^-24.4^^,-
hHE042459,ESTs^^^AA705129|Exon1_417^^-24.4^^,-
hHE042460,ESTs^^^AA973707|Exon1_3^^-24.4^^,-
hHE042461,ESTs^^^AA884326|Exon1_4^^-24.4^^,-
hHE042462,ESTs^^^AI003694|Exon1_249^^-24.4^^,-
hHE042463,ESTs^^^AI150253|Exon1_45^^-24.4^^,-
hHE042464,ESTs^^^AI240054|Exon1_253^^-24.4^^,-
hHE042465,ESTs^^^AI123402|Exon1_36^^-24.4^^,-
hHE042466,ESTs^^^AI371390|Exon1_95^^-24.4^^,-
hHE042467,ESTs^^^AI732812|Exon1_151^^-24.4^^,-
hHE042468,ESTs^^^AA936254|Exon1_314^^-24.4^^,-
hHE042469,ESTs^^^AA766251|Exon1_7^^-24.4^^,-
hHE042470,ESTs^^^AI073406|Exon1_51^^-24.4^^,-
hHE042471,ESTs^^^AI791389|Exon1_37^^-24.4^^,-
hHE042472,ESTs^^^AA936946|Exon1_17^^-24.5^^,-
hHE042473,ESTs^^^AI732307|Exon1_17^^-24.5^^,-
hHE042474,ESTs^^^AA044409|Exon1_62^^-24.5^^,-
hHE042475,ESTs^^^AA431917|Exon1_16^^-24.5^^,-
hHE042476,ESTs^^^AI076450|Exon1_122^^-24.5^^,-
hHE042477,ESTs^^^AA906175|Exon1_208^^-24.5^^,-
hHE042478,ESTs^^^AI016021|Exon1_173^^-24.5^^,-
hHE042479,ESTs^^^AI052562|Exon1_203^^-24.5^^,-
hHE042480,ESTs^^^AI085970|Exon1_256^^-24.5^^,-
hHE042481,ESTs^^^AI269331|Exon1_5^^-24.5^^,-
hHE042482,ESTs^^^AI289178|Exon1_55^^-24.5^^,-
hHE042483,ESTs^^^AA284302|Exon1_166^^-24.5^^,-
hHE042484,ESTs^^^AI079648|Exon3_12^^-24.5^^,-
hHE042485,ESTs^^^AA427396|Exon1_5^^-24.5^^,-
hHE042486,ESTs^^^AA448172|Exon1_2^^-24.5^^,-
hHE042487,ESTs^^^AA455944|Exon1_3^^-24.5^^,-
hHE042488,ESTs^^^AI791259|Exon1_2^^-24.6^^,-
hHE042489,ESTs^^^AI791545|Exon1_22^^-24.6^^,-
hHE042490,ESTs^^^AA909024|Exon2_205^^-24.6^^,-
hHE042491,ESTs^^^AI201300|Exon2_3^^-24.6^^,-
hHE042492,ESTs^^^AI217654|Exon1_62^^-24.6^^,-
hHE042493,ESTs^^^AI348265|Exon1_67^^-24.6^^,-
hHE042494,ESTs^^^AA909476|Exon1_57^^-24.6^^,-
hHE042495,ESTs^^^AI078088|Exon1_38^^-24.6^^,-
hHE042496,ESTs^^^AA933949|Exon1_134^^-24.6^^,-
hHE042497,ESTs^^^AA677871|Exon1_340^^-24.6^^,-
hHE042498,ESTs^^^AA809376|Exon1_13^^-24.6^^,-
hHE042499,ESTs^^^AA719168|Exon1_110^^-24.6^^,-
hHE042500,ESTs^^^AI302661|Exon1_64^^-24.6^^,-
hHE042501,ESTs^^^AI302981|Exon1_250^^-24.6^^,-
hHE042502,ESTs^^^AA905076|Exon1_1^^-24.6^^,-
hHE042503,ESTs^^^AI821906|Exon1_61^^-24.7^^,-
hHE042504,ESTs^^^AA489084|Exon1_24^^-24.7^^,-
hHE042505,ESTs^^^AA927945|Exon1_116^^-24.7^^,-
hHE042506,ESTs^^^AI362847|Exon3_242^^-24.7^^,-
